Region,Province,Municipality,2016-Registered_Voters,2016-Registered_Male,2016-Registered_Female,2016-Registered_17-19,2016-Registered_20-24,2016-Registered_25-29,2016-Registered_30-34,2016-Registered_35-39,2016-Registered_40-44,2016-Registered_45-49,2016-Registered_50-54,2016-Registered_55-59,2016-Registered_60-64,2016-Registered_65-Above,2016-Registered_Literacy,2016-Registered_Indigenous_People,2016-Registered_PWD,2016-Registered_Single,2016-Registered_Married,2016-Registered_Widow_ER,2016-Registered_Legally_Separated,Location,2019-Established_Precincts,2019-Clustered_Precincts,2019-Registered_Voters,2019-Registered_Male,2019-Registered_Female,2019-Actual_Voters,2019-Actual_Voters_Male,2019-Actual_Voters_Female,2019-Total_Voters_Turnout,2019-Male_Voters_Turnout,2019-Female_Voters_Turnout
REGION V,CAMARINES SUR,CABUSAO,11268.0,5546.0,5722.0,541.0,1839.0,1586.0,1242.0,1109.0,935.0,952.0,867.0,722.0,562.0,913.0,99.86,0.0,44.0,5576.0,5442.0,229.0,21.0,"CABUSAO, CAMARINES SUR, REGION V",78,20,13362,6640,6722,10735,5372,5363,80.34,80.9,79.78
REGION V,CAMARINES SUR,CALABANGA,43855.0,21155.0,22700.0,1891.0,6986.0,6379.0,5078.0,4694.0,4068.0,3602.0,3083.0,2678.0,2127.0,3269.0,99.87,0.0,92.0,22541.0,20572.0,679.0,63.0,"CALABANGA, CAMARINES SUR, REGION V",286,75,51850,25210,26640,40477,19542,20935,78.07,77.52,78.58
REGION V,CAMARINES SUR,CAMALIGAN,13449.0,6589.0,6860.0,613.0,2091.0,1995.0,1621.0,1377.0,1125.0,1065.0,952.0,862.0,696.0,1052.0,99.85,0.0,52.0,6622.0,6449.0,351.0,27.0,"CAMALIGAN, CAMARINES SUR, REGION V",100,22,15562,7629,7933,12228,6008,6220,78.58,78.75,78.41
REGION V,CAMARINES SUR,CANAMAN,17355.0,8369.0,8986.0,747.0,2751.0,2413.0,2004.0,1693.0,1475.0,1396.0,1284.0,1101.0,912.0,1579.0,99.72,0.0,6.0,8557.0,8449.0,301.0,48.0,"CANAMAN, CAMARINES SUR, REGION V",121,35,20446,9942,10504,16286,7946,8340,79.65,79.92,79.4
REGION V,CAMARINES SUR,CARAMOAN,26544.0,13271.0,13273.0,1212.0,4336.0,3659.0,2735.0,2502.0,2273.0,2272.0,1907.0,1756.0,1295.0,2597.0,99.36,0.0,162.0,13102.0,12791.0,616.0,35.0,"CARAMOAN, CAMARINES SUR, REGION V",250,59,31886,16087,15799,26889,13586,13303,84.33,84.45,84.2
REGION V,CAMARINES SUR,DEL GALLEGO,14135.0,7045.0,7090.0,623.0,2395.0,2046.0,1591.0,1418.0,1239.0,1211.0,1071.0,853.0,655.0,1033.0,99.18,0.0,42.0,6517.0,7137.0,462.0,19.0,"DEL GALLEGO, CAMARINES SUR, REGION V",100,35,16633,8291,8342,13095,6366,6729,78.73,76.78,80.66
REGION V,CAMARINES SUR,GAINZA,7458.0,3743.0,3715.0,425.0,1181.0,1005.0,845.0,793.0,653.0,649.0,470.0,442.0,336.0,659.0,99.89,0.0,29.0,3766.0,3521.0,159.0,12.0,"GAINZA, CAMARINES SUR, REGION V",55,15,8859,4431,4428,7388,3741,3647,83.4,84.43,82.36
REGION V,CAMARINES SUR,GARCHITORENA,14461.0,7336.0,7125.0,719.0,2513.0,1931.0,1601.0,1406.0,1306.0,1155.0,991.0,881.0,639.0,1319.0,99.2,0.0,103.0,7253.0,6892.0,285.0,31.0,"GARCHITORENA, CAMARINES SUR, REGION V",100,30,17207,8758,8449,13881,6921,6960,80.67,79.02,82.38
REGION V,CAMARINES SUR,GOA,29117.0,13642.0,15475.0,1179.0,4547.0,4277.0,3314.0,3101.0,2723.0,2449.0,2049.0,1723.0,1383.0,2372.0,99.93,0.0,16.0,14509.0,14009.0,556.0,43.0,"GOA, CAMARINES SUR, REGION V",254,55,35980,17134,18846,29671,14049,15622,82.47,81.99,82.89
REGION V,CAMARINES SUR,IRIGA CITY,55792.0,26507.0,29285.0,2564.0,8668.0,7394.0,6009.0,5765.0,4935.0,4747.0,4350.0,3626.0,2841.0,4893.0,99.31,53.0,439.0,24575.0,29333.0,1855.0,29.0,"IRIGA CITY, CAMARINES SUR, REGION V",472,84,65261,31316,33945,54493,26099,28394,83.5,83.34,83.65
REGION V,CAMARINES SUR,LAGONOY,31983.0,15862.0,16121.0,1508.0,5223.0,4588.0,3545.0,3219.0,2716.0,2546.0,2250.0,2001.0,1577.0,2810.0,99.52,0.0,65.0,16060.0,15264.0,608.0,51.0,"LAGONOY, CAMARINES SUR, REGION V",214,56,37537,18678,18859,31423,15598,15825,83.71,83.51,83.91
REGION V,CAMARINES SUR,LIBMANAN,57013.0,27722.0,29291.0,2282.0,8684.0,7720.0,6435.0,5948.0,5133.0,4897.0,4313.0,3708.0,2943.0,4950.0,99.64,0.0,212.0,26186.0,29664.0,1097.0,66.0,"LIBMANAN, CAMARINES SUR, REGION V",483,104,68551,33790,34761,54992,26951,28041,80.22,79.76,80.67
REGION V,CAMARINES SUR,LUPI,16653.0,8245.0,8408.0,513.0,2489.0,2300.0,1954.0,1758.0,1510.0,1525.0,1274.0,1093.0,791.0,1446.0,98.44,0.0,357.0,7229.0,9049.0,365.0,10.0,"LUPI, CAMARINES SUR, REGION V",150,42,19980,9956,10024,16015,7963,8052,80.16,79.98,80.33
REGION V,CAMARINES SUR,MAGARAO,16859.0,8305.0,8554.0,1110.0,2901.0,2362.0,1952.0,1753.0,1448.0,1285.0,1111.0,946.0,752.0,1239.0,99.96,0.0,61.0,8463.0,7971.0,413.0,12.0,"MAGARAO, CAMARINES SUR, REGION V",111,25,19179,9446,9733,14995,7389,7606,78.18,78.22,78.15
REGION V,CAMARINES SUR,MILAOR,18832.0,9250.0,9582.0,1026.0,3168.0,2557.0,2169.0,2005.0,1685.0,1538.0,1333.0,987.0,942.0,1422.0,99.87,0.0,84.0,9264.0,9256.0,294.0,18.0,"MILAOR, CAMARINES SUR, REGION V",139,35,22023,10893,11130,18509,9149,9360,84.04,83.99,84.1
REGION V,CAMARINES SUR,MINALABAC,26311.0,12933.0,13378.0,1095.0,4009.0,3538.0,2995.0,2864.0,2351.0,2191.0,1990.0,1609.0,1410.0,2259.0,98.96,12.0,299.0,11472.0,14298.0,504.0,37.0,"MINALABAC, CAMARINES SUR, REGION V",169,42,30894,15309,15585,24569,12038,12531,79.53,78.63,80.4
REGION V,CAMARINES SUR,NABUA,39357.0,18122.0,21235.0,1700.0,5991.0,5409.0,4034.0,3847.0,3477.0,3420.0,2935.0,2565.0,2281.0,3698.0,99.97,0.0,27.0,17735.0,20803.0,786.0,33.0,"NABUA, CAMARINES SUR, REGION V",268,68,47951,22721,25230,37777,17728,20049,78.78,78.02,79.46
REGION V,CAMARINES SUR,NAGA CITY,85473.0,38224.0,47249.0,2776.0,11689.0,11433.0,10206.0,9582.0,7933.0,7361.0,6649.0,5840.0,5012.0,6992.0,99.97,0.0,234.0,40429.0,42196.0,2664.0,184.0,"NAGA CITY, CAMARINES SUR, REGION V",590,121,105366,47377,57989,79750,36163,43587,75.69,76.33,75.16
REGION V,CAMARINES SUR,OCAMPO,22834.0,11046.0,11788.0,826.0,3301.0,3228.0,2723.0,2541.0,2134.0,1902.0,1686.0,1571.0,1153.0,1769.0,99.91,0.0,232.0,9723.0,12484.0,619.0,8.0,"OCAMPO, CAMARINES SUR, REGION V",159,39,27610,13510,14100,22542,11108,11434,81.64,82.22,81.09
REGION V,CAMARINES SUR,PAMPLONA,18048.0,8667.0,9381.0,860.0,2819.0,2362.0,2125.0,1927.0,1602.0,1544.0,1334.0,1143.0,894.0,1438.0,99.89,0.0,82.0,7608.0,9908.0,511.0,21.0,"PAMPLONA, CAMARINES SUR, REGION V",140,33,21885,10634,11251,17769,8581,9188,81.19,80.69,81.66
REGION V,CAMARINES SUR,PASACAO,25412.0,12485.0,12927.0,1152.0,4225.0,3852.0,3059.0,2647.0,2305.0,2110.0,1791.0,1489.0,1127.0,1655.0,99.87,0.0,54.0,11862.0,12784.0,737.0,29.0,"PASACAO, CAMARINES SUR, REGION V",177,41,30183,14936,15247,23581,11658,11923,78.13,78.05,78.2
REGION V,CAMARINES SUR,PILI,43856.0,21093.0,22763.0,1629.0,6633.0,6738.0,5339.0,5008.0,4061.0,3738.0,3211.0,2618.0,2021.0,2860.0,99.97,0.0,30.0,20134.0,22624.0,1008.0,90.0,"PILI, CAMARINES SUR, REGION V",367,67,53007,25868,27139,40595,19127,21468,76.58,73.94,79.1
REGION V,CAMARINES SUR,PRESENTACION  (PARUBCAN),13520.0,6959.0,6561.0,772.0,2300.0,1878.0,1522.0,1356.0,1139.0,1077.0,867.0,754.0,618.0,1237.0,99.73,0.0,202.0,7186.0,6019.0,288.0,27.0,"PRESENTACION  (PARUBCAN), CAMARINES SUR, REGION V",105,24,15742,8108,7634,13438,6836,6602,85.36,84.31,86.48
REGION V,CAMARINES SUR,RAGAY,31460.0,15389.0,16071.0,1224.0,4590.0,4427.0,3542.0,3185.0,3002.0,2915.0,2521.0,2092.0,1513.0,2449.0,99.44,0.0,116.0,13135.0,17405.0,887.0,33.0,"RAGAY, CAMARINES SUR, REGION V",209,59,37404,18438,18966,29971,14568,15403,80.13,79.01,81.21
REGION V,CAMARINES SUR,SAGÑAY,16643.0,8107.0,8536.0,687.0,2593.0,2425.0,1906.0,1816.0,1522.0,1432.0,1205.0,1011.0,725.0,1321.0,98.79,28.0,127.0,8325.0,8035.0,274.0,9.0,"SAGÑAY, CAMARINES SUR, REGION V",146,30,20731,10237,10494,17253,8533,8720,83.22,83.35,83.1
REGION V,CAMARINES SUR,SAN FERNANDO,20219.0,10008.0,10211.0,840.0,3122.0,2891.0,2255.0,2113.0,1835.0,1678.0,1522.0,1245.0,935.0,1783.0,99.99,0.0,18.0,9207.0,10518.0,474.0,20.0,"SAN FERNANDO, CAMARINES SUR, REGION V",158,34,23591,11673,11918,18527,9336,9191,78.53,79.98,77.12
REGION V,CAMARINES SUR,SAN JOSE,23729.0,11496.0,12233.0,1185.0,3759.0,3370.0,2626.0,2396.0,2009.0,1856.0,1652.0,1473.0,1263.0,2140.0,99.84,0.0,140.0,11209.0,11847.0,662.0,11.0,"SAN JOSE, CAMARINES SUR, REGION V",159,42,28040,13751,14289,23466,11949,11517,83.69,86.9,80.6
REGION V,CAMARINES SUR,SIPOCOT,33224.0,16107.0,17117.0,1178.0,5140.0,4535.0,3708.0,3443.0,3112.0,2955.0,2675.0,2182.0,1694.0,2602.0,99.55,0.0,118.0,14204.0,18084.0,924.0,12.0,"SIPOCOT, CAMARINES SUR, REGION V",234,62,39984,19511,20473,31334,15171,16163,78.37,77.76,78.95
REGION V,CAMARINES SUR,SIRUMA,10898.0,5661.0,5237.0,589.0,1838.0,1500.0,1223.0,1085.0,967.0,899.0,837.0,634.0,500.0,826.0,99.55,0.0,47.0,5451.0,5212.0,212.0,23.0,"SIRUMA, CAMARINES SUR, REGION V",77,24,13155,6873,6282,10582,5476,5106,80.44,79.67,81.28
REGION V,CAMARINES SUR,TIGAON,27880.0,13654.0,14226.0,1171.0,4515.0,4179.0,3248.0,2952.0,2496.0,2271.0,2028.0,1636.0,1356.0,2028.0,99.63,0.0,136.0,13535.0,13431.0,911.0,3.0,"TIGAON, CAMARINES SUR, REGION V",195,47,34327,16938,17389,27346,13421,13925,79.66,79.24,80.08
REGION V,CAMARINES SUR,TINAMBAC,33137.0,16411.0,16726.0,1513.0,5112.0,4681.0,3789.0,3461.0,3039.0,2850.0,2430.0,2045.0,1563.0,2654.0,99.88,0.0,62.0,15465.0,16920.0,718.0,34.0,"TINAMBAC, CAMARINES SUR, REGION V",249,60,40465,20192,20273,32975,16241,16734,81.49,80.43,82.54
REGION V,CATANDUANES,BAGAMANOC,8046.0,4120.0,3926.0,504.0,1342.0,1043.0,766.0,718.0,668.0,647.0,557.0,489.0,369.0,943.0,99.44,0.0,23.0,4217.0,3474.0,339.0,16.0,"BAGAMANOC, CATANDUANES, REGION V",65,18,8990,4646,4344,7088,3642,3446,78.84,78.39,79.33
REGION V,CATANDUANES,BARAS,10087.0,5078.0,5009.0,590.0,1718.0,1414.0,1101.0,951.0,834.0,798.0,676.0,581.0,421.0,1003.0,99.9,0.0,22.0,5318.0,4444.0,307.0,18.0,"BARAS, CATANDUANES, REGION V",69,29,11292,5720,5572,9141,4672,4469,80.95,81.68,80.2
REGION V,CATANDUANES,BATO,14838.0,7425.0,7413.0,875.0,2406.0,1941.0,1594.0,1383.0,1177.0,1194.0,1071.0,926.0,719.0,1552.0,99.72,0.0,260.0,7350.0,6927.0,548.0,13.0,"BATO, CATANDUANES, REGION V",114,32,16717,8359,8358,14077,7026,7051,84.21,84.05,84.36
REGION V,CATANDUANES,CARAMORAN,18746.0,9492.0,9254.0,1162.0,3348.0,2651.0,2077.0,1825.0,1544.0,1509.0,1215.0,1013.0,756.0,1646.0,99.37,0.0,114.0,10364.0,7796.0,575.0,11.0,"CARAMORAN, CATANDUANES, REGION V",142,34,21579,10987,10592,18012,9217,8795,83.47,83.89,83.03
REGION V,CATANDUANES,GIGMOTO,6710.0,3463.0,3247.0,449.0,1138.0,949.0,719.0,608.0,491.0,515.0,445.0,404.0,321.0,671.0,99.12,0.0,106.0,3575.0,2960.0,171.0,4.0,"GIGMOTO, CATANDUANES, REGION V",47,11,7627,3929,3698,6171,3189,2982,80.91,81.17,80.64
REGION V,CATANDUANES,PANDAN,13685.0,6987.0,6698.0,826.0,2167.0,1768.0,1414.0,1329.0,1139.0,1094.0,948.0,797.0,640.0,1563.0,99.17,0.0,88.0,6733.0,6542.0,404.0,6.0,"PANDAN, CATANDUANES, REGION V",107,28,15588,7963,7625,13044,6629,6415,83.68,83.25,84.13
REGION V,CATANDUANES,PANGANIBAN (PAYO),7090.0,3656.0,3434.0,387.0,1086.0,945.0,771.0,630.0,532.0,576.0,507.0,408.0,336.0,912.0,99.27,0.0,31.0,3481.0,3317.0,285.0,7.0,"PANGANIBAN (PAYO), CATANDUANES, REGION V",53,23,8035,4171,3864,6586,3386,3200,81.97,81.18,82.82
REGION V,CATANDUANES,SAN ANDRES (CALOLBON),25229.0,12623.0,12606.0,1573.0,4238.0,3337.0,2707.0,2441.0,2068.0,2030.0,1702.0,1417.0,1137.0,2579.0,99.84,1.0,61.0,13847.0,10742.0,592.0,48.0,"SAN ANDRES (CALOLBON), CATANDUANES, REGION V",161,46,28580,14303,14277,23350,11777,11573,81.7,82.34,81.06
REGION V,CATANDUANES,SAN MIGUEL,10945.0,5656.0,5289.0,654.0,1823.0,1583.0,1239.0,1023.0,947.0,862.0,715.0,586.0,434.0,1079.0,99.21,0.0,50.0,5651.0,4876.0,414.0,4.0,"SAN MIGUEL, CATANDUANES, REGION V",75,26,12143,6292,5851,9793,5107,4686,80.65,81.17,80.09
REGION V,CATANDUANES,VIGA,14571.0,7551.0,7020.0,837.0,2385.0,1888.0,1463.0,1298.0,1201.0,1228.0,955.0,879.0,675.0,1762.0,99.84,0.0,30.0,7079.0,6949.0,535.0,8.0,"VIGA, CATANDUANES, REGION V",100,32,16659,8629,8030,13526,6985,6541,81.19,80.95,81.46
REGION V,CATANDUANES,VIRAC,44025.0,21698.0,22327.0,2624.0,7061.0,5663.0,4720.0,4407.0,3748.0,3624.0,3203.0,2754.0,2110.0,4111.0,99.74,0.0,206.0,22804.0,19732.0,1470.0,19.0,"VIRAC, CATANDUANES, REGION V",347,79,49195,24298,24897,41356,20608,20748,84.07,84.81,83.34
REGION V,MASBATE,AROROY,44215.0,22338.0,21877.0,2439.0,7687.0,6835.0,5280.0,4639.0,3915.0,3472.0,2855.0,2414.0,1663.0,3016.0,99.19,0.0,269.0,22118.0,21348.0,665.0,84.0,"AROROY, MASBATE, REGION V",278,65,52209,26573,25636,41639,20771,20868,79.75,78.17,81.4
REGION V,MASBATE,BALENO,17283.0,8804.0,8479.0,1079.0,3026.0,2561.0,1939.0,1795.0,1535.0,1249.0,1059.0,841.0,722.0,1477.0,97.66,0.0,190.0,7979.0,8656.0,630.0,18.0,"BALENO, MASBATE, REGION V",109,30,19342,9854,9488,13245,6388,6857,68.48,64.83,72.27
REGION V,MASBATE,BALUD,21898.0,10960.0,10938.0,1060.0,3286.0,2855.0,2503.0,2271.0,2000.0,1822.0,1490.0,1327.0,1127.0,2157.0,97.46,0.0,421.0,10688.0,10607.0,566.0,37.0,"BALUD, MASBATE, REGION V",148,44,26518,13414,13104,21289,10912,10377,80.28,81.35,79.19
REGION V,MASBATE,BATUAN,8388.0,4187.0,4201.0,490.0,1455.0,1082.0,801.0,797.0,761.0,722.0,634.0,508.0,368.0,770.0,97.66,0.0,75.0,4098.0,4119.0,166.0,5.0,"BATUAN, MASBATE, REGION V",67,17,11000,5620,5380,8489,3910,4579,77.17,69.57,85.11
REGION V,MASBATE,CATAINGAN,26288.0,12712.0,13576.0,1252.0,3880.0,3064.0,2450.0,2400.0,2423.0,2344.0,2058.0,1924.0,1536.0,2957.0,91.65,0.0,338.0,9703.0,15631.0,889.0,65.0,"CATAINGAN, MASBATE, REGION V",221,46,30719,14886,15833,23095,11001,12094,75.18,73.9,76.38
REGION V,MASBATE,CAWAYAN,35534.0,17646.0,17888.0,1345.0,5576.0,4893.0,4062.0,3887.0,3550.0,3070.0,2565.0,2126.0,1622.0,2838.0,95.91,0.0,649.0,14159.0,20792.0,549.0,34.0,"CAWAYAN, MASBATE, REGION V",249,56,43212,21657,21555,34901,17246,17655,80.77,79.63,81.91
REGION V,MASBATE,CLAVERIA,20965.0,10410.0,10555.0,868.0,3214.0,2465.0,2299.0,2301.0,2192.0,1779.0,1584.0,1382.0,1101.0,1780.0,96.15,0.0,214.0,7261.0,13298.0,390.0,16.0,"CLAVERIA, MASBATE, REGION V",163,36,24801,12483,12318,18439,9154,9285,74.35,73.33,75.38
REGION V,MASBATE,DIMASALANG,14835.0,7352.0,7483.0,848.0,2394.0,1983.0,1548.0,1412.0,1390.0,1271.0,1073.0,897.0,706.0,1313.0,96.78,0.0,90.0,6692.0,7590.0,548.0,5.0,"DIMASALANG, MASBATE, REGION V",107,29,17449,8728,8721,13977,6926,7051,80.1,79.35,80.85
REGION V,MASBATE,ESPERANZA,10735.0,5331.0,5404.0,455.0,1595.0,1293.0,1101.0,1050.0,988.0,843.0,799.0,741.0,605.0,1265.0,94.16,0.0,53.0,4568.0,5983.0,173.0,11.0,"ESPERANZA, MASBATE, REGION V",77,20,12394,6190,6204,10149,5060,5089,81.89,81.74,82.03
REGION V,MASBATE,MANDAON,21915.0,10873.0,11042.0,1075.0,3483.0,2982.0,2515.0,2333.0,1937.0,1830.0,1620.0,1339.0,996.0,1805.0,99.1,0.0,286.0,11329.0,10223.0,346.0,17.0,"MANDAON, MASBATE, REGION V",169,38,26265,13105,13160,20289,9534,10755,77.25,72.75,81.72
REGION V,MASBATE,MASBATE  CITY,46957.0,22759.0,24198.0,2196.0,7468.0,6668.0,5239.0,5073.0,4371.0,3942.0,3487.0,2878.0,2072.0,3563.0,99.48,0.0,120.0,22804.0,23007.0,1085.0,61.0,"MASBATE  CITY, MASBATE, REGION V",321,72,55731,27251,28480,43508,21205,22303,78.07,77.81,78.31
REGION V,MASBATE,MILAGROS,29325.0,14719.0,14606.0,1676.0,5001.0,3981.0,3437.0,2947.0,2629.0,2409.0,2028.0,1746.0,1245.0,2226.0,99.54,0.0,518.0,13910.0,14979.0,419.0,17.0,"MILAGROS, MASBATE, REGION V",198,47,34532,17384,17148,27183,13345,13838,78.72,76.77,80.7
REGION V,MASBATE,MOBO,20324.0,10122.0,10202.0,1059.0,3616.0,2958.0,2296.0,1985.0,1826.0,1699.0,1401.0,1163.0,857.0,1464.0,98.53,0.0,225.0,9441.0,10545.0,315.0,23.0,"MOBO, MASBATE, REGION V",141,39,24424,12243,12181,19572,9534,10038,80.13,77.87,82.41
REGION V,MASBATE,MONREAL,14120.0,7051.0,7069.0,733.0,2323.0,1998.0,1562.0,1475.0,1341.0,1116.0,905.0,770.0,658.0,1239.0,99.43,0.0,82.0,6972.0,6722.0,423.0,3.0,"MONREAL, MASBATE, REGION V",98,24,17138,8717,8421,13721,6883,6838,80.06,78.96,81.2
REGION V,MASBATE,PALANAS,15318.0,7487.0,7831.0,587.0,2206.0,1911.0,1443.0,1450.0,1401.0,1382.0,1141.0,1071.0,848.0,1878.0,95.21,0.0,342.0,6078.0,8614.0,583.0,43.0,"PALANAS, MASBATE, REGION V",105,30,18017,8832,9185,14396,7017,7379,79.9,79.45,80.34
REGION V,MASBATE,PIO V. CORPUZ (LIMBUHAN),16161.0,7994.0,8167.0,644.0,2296.0,2215.0,1602.0,1479.0,1382.0,1217.0,1174.0,1128.0,961.0,2063.0,94.12,0.0,419.0,6802.0,8669.0,679.0,11.0,"PIO V. CORPUZ (LIMBUHAN), MASBATE, REGION V",111,26,18022,8997,9025,12984,6391,6593,72.05,71.03,73.05
REGION V,MASBATE,PLACER,29960.0,14590.0,15370.0,1176.0,4706.0,3982.0,3278.0,2985.0,2911.0,2584.0,2168.0,1875.0,1467.0,2828.0,95.11,0.0,567.0,11745.0,17560.0,603.0,52.0,"PLACER, MASBATE, REGION V",238,53,35994,17736,18258,28582,10566,18016,79.41,59.57,98.67
REGION V,MASBATE,SAN FERNANDO,14803.0,7262.0,7541.0,618.0,2353.0,1981.0,1512.0,1455.0,1312.0,1276.0,1096.0,894.0,743.0,1563.0,99.66,0.0,133.0,7171.0,7239.0,360.0,33.0,"SAN FERNANDO, MASBATE, REGION V",96,31,16446,8130,8316,12953,6336,6617,78.76,77.93,79.57
REGION V,MASBATE,SAN JACINTO,17795.0,8817.0,8978.0,963.0,2763.0,2277.0,1816.0,1887.0,1546.0,1536.0,1303.0,1065.0,909.0,1730.0,99.86,0.0,80.0,9038.0,8362.0,373.0,22.0,"SAN JACINTO, MASBATE, REGION V",111,30,20408,10146,10262,16332,8063,8269,80.03,79.47,80.58
REGION V,MASBATE,SAN PASCUAL,21521.0,10749.0,10772.0,633.0,3093.0,2746.0,2374.0,2333.0,2240.0,2069.0,1737.0,1389.0,1080.0,1827.0,97.0,1.0,652.0,7783.0,13378.0,350.0,10.0,"SAN PASCUAL, MASBATE, REGION V",177,40,26973,13582,13391,20405,10058,10347,75.65,74.05,77.27
REGION V,MASBATE,USON,29361.0,14486.0,14875.0,1399.0,4649.0,3989.0,3147.0,2763.0,2614.0,2517.0,2173.0,1797.0,1491.0,2822.0,96.24,3.0,304.0,12983.0,15689.0,602.0,87.0,"USON, MASBATE, REGION V",221,50,34984,17339,17645,25910,12404,13506,74.06,71.54,76.54
REGION V,SORSOGON,BARCELONA,13553.0,6668.0,6885.0,724.0,2081.0,1595.0,1322.0,1290.0,1192.0,1201.0,1067.0,904.0,693.0,1484.0,99.66,1.0,165.0,6299.0,6743.0,497.0,14.0,"BARCELONA, SORSOGON, REGION V",89,30,15572,7728,7844,12983,6415,6568,83.37,83.01,83.73
REGION V,SORSOGON,BULAN,53082.0,25767.0,27315.0,3027.0,8843.0,6779.0,5423.0,5543.0,4891.0,4692.0,3910.0,3158.0,2397.0,4419.0,99.52,0.0,291.0,27218.0,24876.0,962.0,26.0,"BULAN, SORSOGON, REGION V",337,90,59913,29149,30764,49584,23572,26012,82.76,80.87,84.55
REGION V,SORSOGON,BULUSAN,15115.0,7484.0,7631.0,736.0,2318.0,1802.0,1379.0,1392.0,1249.0,1317.0,1236.0,1003.0,828.0,1855.0,99.13,0.0,225.0,7205.0,7161.0,738.0,11.0,"BULUSAN, SORSOGON, REGION V",100,29,17085,8536,8549,13464,6613,6851,78.81,77.47,80.14
REGION V,SORSOGON,CASIGURAN,18279.0,8902.0,9377.0,978.0,3006.0,2437.0,1790.0,1846.0,1668.0,1647.0,1441.0,1107.0,819.0,1540.0,99.69,0.0,518.0,8704.0,9179.0,379.0,17.0,"CASIGURAN, SORSOGON, REGION V",120,33,21359,10448,10911,17084,8247,8837,79.99,78.93,80.99
REGION V,SORSOGON,CASTILLA,29729.0,14529.0,15200.0,1289.0,4761.0,3945.0,3347.0,3297.0,2805.0,2591.0,2179.0,1783.0,1395.0,2337.0,99.59,0.0,229.0,14256.0,14623.0,832.0,18.0,"CASTILLA, SORSOGON, REGION V",204,55,35549,17434,18115,28448,13726,14722,80.02,78.73,81.27
REGION V,SORSOGON,DONSOL,22538.0,10963.0,11575.0,915.0,3273.0,2768.0,2399.0,2414.0,2293.0,2096.0,1761.0,1427.0,1124.0,2068.0,99.58,0.0,51.0,9670.0,11990.0,857.0,21.0,"DONSOL, SORSOGON, REGION V",171,59,27794,13559,14235,22270,10755,11515,80.13,79.32,80.89
REGION V,SORSOGON,GUBAT,33718.0,16305.0,17413.0,1631.0,5149.0,3775.0,3042.0,3168.0,2850.0,3186.0,2793.0,2285.0,1946.0,3893.0,99.28,0.0,203.0,16000.0,16596.0,1091.0,31.0,"GUBAT, SORSOGON, REGION V",258,61,38282,18644,19638,31268,15221,16047,81.68,81.64,81.71
REGION V,SORSOGON,IROSIN,31431.0,15188.0,16243.0,1798.0,5255.0,4255.0,3302.0,3151.0,2864.0,2645.0,2140.0,1911.0,1492.0,2618.0,92.53,1.0,211.0,15960.0,14094.0,1368.0,9.0,"IROSIN, SORSOGON, REGION V",218,48,36479,17722,18757,28912,13910,15002,79.26,78.49,79.98
REGION V,SORSOGON,JUBAN,18841.0,9345.0,9496.0,980.0,3146.0,2665.0,1961.0,1946.0,1763.0,1613.0,1310.0,1065.0,755.0,1637.0,98.41,0.0,360.0,9760.0,8573.0,475.0,33.0,"JUBAN, SORSOGON, REGION V",126,35,21880,10881,10999,17795,8705,9090,81.33,80.0,82.64
REGION V,SORSOGON,MAGALLANES,19682.0,9689.0,9993.0,868.0,3236.0,2639.0,2100.0,2048.0,1853.0,1727.0,1503.0,1171.0,918.0,1619.0,99.44,0.0,350.0,9613.0,9297.0,755.0,17.0,"MAGALLANES, SORSOGON, REGION V",133,40,22949,11338,11611,17708,8575,9133,77.16,75.63,78.66
REGION V,SORSOGON,MATNOG,23270.0,11608.0,11662.0,1273.0,3929.0,3145.0,2470.0,2313.0,2057.0,1962.0,1561.0,1380.0,1022.0,2158.0,99.72,0.0,174.0,12687.0,9863.0,691.0,29.0,"MATNOG, SORSOGON, REGION V",157,46,27105,13600,13505,22700,11349,11351,83.75,83.45,84.05
REGION V,SORSOGON,PILAR,36501.0,17813.0,18688.0,1602.0,5457.0,4919.0,3983.0,3886.0,3623.0,3235.0,2711.0,2336.0,1692.0,3057.0,99.3,1.0,236.0,16299.0,18842.0,1331.0,29.0,"PILAR, SORSOGON, REGION V",246,67,42952,21055,21897,34644,16700,17944,80.66,79.32,81.95
REGION V,SORSOGON,PRIETO DIAZ,12227.0,5932.0,6295.0,532.0,1900.0,1615.0,1337.0,1195.0,1060.0,986.0,888.0,810.0,614.0,1290.0,99.54,0.0,56.0,6020.0,5863.0,332.0,12.0,"PRIETO DIAZ, SORSOGON, REGION V",84,25,14361,7063,7298,11091,5312,5779,77.23,75.21,79.19
REGION V,SORSOGON,SANTA MAGDALENA,10330.0,5093.0,5237.0,478.0,1501.0,1321.0,988.0,1005.0,914.0,883.0,807.0,662.0,514.0,1257.0,99.48,0.0,237.0,5293.0,4479.0,552.0,6.0,"SANTA MAGDALENA, SORSOGON, REGION V",67,18,11780,5865,5915,9773,4884,4889,82.96,83.27,82.65
REGION V,SORSOGON,SORSOGON CITY,86729.0,41694.0,45035.0,4470.0,13917.0,11293.0,8731.0,8979.0,7690.0,7853.0,6702.0,5459.0,4200.0,7435.0,99.85,0.0,229.0,42723.0,40544.0,3387.0,75.0,"SORSOGON CITY, SORSOGON, REGION V",568,132,100056,48331,51725,82071,39203,42868,82.03,81.11,82.88
