Region,Province,Municipality,2016-Registered_Voters,2016-Registered_Male,2016-Registered_Female,2016-Registered_17-19,2016-Registered_20-24,2016-Registered_25-29,2016-Registered_30-34,2016-Registered_35-39,2016-Registered_40-44,2016-Registered_45-49,2016-Registered_50-54,2016-Registered_55-59,2016-Registered_60-64,2016-Registered_65-Above,2016-Registered_Literacy,2016-Registered_Indigenous_People,2016-Registered_PWD,2016-Registered_Single,2016-Registered_Married,2016-Registered_Widow_ER,2016-Registered_Legally_Separated,Location,2019-Established_Precincts,2019-Clustered_Precincts,2019-Registered_Voters,2019-Registered_Male,2019-Registered_Female,2019-Actual_Voters,2019-Actual_Voters_Male,2019-Actual_Voters_Female,2019-Total_Voters_Turnout,2019-Male_Voters_Turnout,2019-Female_Voters_Turnout
ARMM,BASILAN,AKBAR,5349.0,2560.0,2789.0,137.0,1411.0,674.0,613.0,520.0,473.0,423.0,332.0,245.0,189.0,332.0,37.02,0.0,6.0,2056.0,2985.0,248.0,60.0,"AKBAR, BASILAN, ARMM",43,11,6183,2943,3240,4303,1942,2361,69.59,65.99,72.87
ARMM,BASILAN,AL-BARKA,7332.0,3371.0,3961.0,46.0,1903.0,1029.0,936.0,725.0,758.0,581.0,400.0,318.0,241.0,395.0,40.94,0.0,6.0,2515.0,4402.0,295.0,120.0,"AL-BARKA, BASILAN, ARMM",71,16,9074,4284,4790,6782,3110,3672,74.74,72.6,76.66
ARMM,BASILAN,HADJI MOHAMMAD AJUL,8594.0,4299.0,4295.0,1232.0,1716.0,1162.0,908.0,767.0,824.0,645.0,480.0,278.0,241.0,341.0,25.1,0.0,18.0,2877.0,5246.0,321.0,150.0,"HADJI MOHAMMAD AJUL, BASILAN, ARMM",72,16,11193,5664,5529,6906,3535,3371,61.7,62.41,60.97
ARMM,BASILAN,HADJI MUHTAMAD,8135.0,4326.0,3809.0,211.0,1809.0,1227.0,1095.0,880.0,790.0,565.0,461.0,352.0,286.0,459.0,31.1,0.0,26.0,2532.0,5284.0,259.0,60.0,"HADJI MUHTAMAD, BASILAN, ARMM",51,15,9373,4968,4405,6428,3401,3027,68.58,68.46,68.72
ARMM,BASILAN,LAMITAN CITY,45827.0,22505.0,23322.0,5623.0,7227.0,5375.0,4767.0,4122.0,4267.0,3945.0,3345.0,2475.0,1839.0,2842.0,40.21,0.0,160.0,16399.0,26821.0,2131.0,476.0,"LAMITAN CITY, BASILAN, ARMM",322,73,51623,25447,26176,37589,18835,18754,72.81,74.02,71.65
ARMM,BASILAN,LANTAWAN,12011.0,6129.0,5882.0,1792.0,2237.0,1512.0,1261.0,997.0,1120.0,900.0,716.0,570.0,393.0,513.0,35.41,0.0,16.0,4015.0,7313.0,580.0,103.0,"LANTAWAN, BASILAN, ARMM",82,27,13075,6740,6335,9921,5075,4846,75.88,75.3,76.5
ARMM,BASILAN,MALUSO,23436.0,11514.0,11922.0,3752.0,4421.0,3202.0,2678.0,2124.0,1932.0,1615.0,1291.0,906.0,655.0,860.0,53.17,0.0,32.0,8918.0,13498.0,755.0,265.0,"MALUSO, BASILAN, ARMM",144,35,25765,12706,13059,16423,8087,8336,63.74,63.65,63.83
ARMM,BASILAN,SUMISIP,20849.0,9983.0,10866.0,615.0,4421.0,2924.0,2743.0,2261.0,1982.0,1704.0,1371.0,1018.0,683.0,1127.0,37.4,0.0,13.0,6603.0,12880.0,933.0,433.0,"SUMISIP, BASILAN, ARMM",137,38,23610,11483,12127,13696,6459,7237,58.01,56.25,59.68
ARMM,BASILAN,TABUAN-LASA,12107.0,6465.0,5642.0,4127.0,2075.0,1295.0,1090.0,871.0,712.0,556.0,466.0,295.0,265.0,355.0,52.02,0.0,33.0,6803.0,4880.0,322.0,102.0,"TABUAN-LASA, BASILAN, ARMM",81,19,13707,7346,6361,10881,5903,4978,79.38,80.36,78.26
ARMM,BASILAN,TIPO-TIPO,9658.0,4476.0,5182.0,480.0,2206.0,1255.0,1214.0,960.0,939.0,762.0,647.0,440.0,263.0,492.0,43.8,0.0,1.0,3267.0,5800.0,383.0,208.0,"TIPO-TIPO, BASILAN, ARMM",65,17,12135,5761,6374,8411,3964,4447,69.31,68.81,69.77
ARMM,BASILAN,TUBURAN,5287.0,2485.0,2802.0,64.0,1196.0,716.0,661.0,538.0,498.0,462.0,392.0,257.0,189.0,314.0,23.32,0.0,9.0,1644.0,3322.0,237.0,84.0,"TUBURAN, BASILAN, ARMM",34,11,5456,2551,2905,4854,2321,2533,88.97,90.98,87.19
ARMM,BASILAN,UNGKAYA PUKAN,9015.0,4291.0,4724.0,288.0,1944.0,1247.0,1222.0,1013.0,856.0,762.0,614.0,399.0,231.0,439.0,36.11,0.0,28.0,2787.0,5637.0,397.0,194.0,"UNGKAYA PUKAN, BASILAN, ARMM",60,15,10442,5056,5386,7049,3409,3640,67.51,67.42,67.58
ARMM,LANAO DEL SUR,BACOLOD-KALAWI (BACOLOD GRANDE),6380.0,3107.0,3273.0,289.0,1546.0,912.0,701.0,567.0,583.0,564.0,368.0,254.0,199.0,397.0,97.88,0.0,12.0,2890.0,3184.0,257.0,49.0,"BACOLOD-KALAWI (BACOLOD GRANDE), LANAO DEL SUR, ARMM",48,26,6873,3327,3546,5152,2399,2753,74.96,72.11,77.64
ARMM,LANAO DEL SUR,BALABAGAN,14335.0,7076.0,7259.0,2475.0,2718.0,1627.0,1519.0,1374.0,1319.0,960.0,822.0,552.0,427.0,542.0,99.17,0.0,11.0,5545.0,8331.0,405.0,54.0,"BALABAGAN, LANAO DEL SUR, ARMM",96,31,15816,7882,7934,11169,5566,5603,70.62,70.62,70.62
ARMM,LANAO DEL SUR,BALINDONG (WATU),13670.0,6319.0,7351.0,554.0,3202.0,1869.0,1434.0,1374.0,1254.0,1098.0,838.0,641.0,522.0,884.0,100.0,0.0,1.0,5658.0,7408.0,486.0,118.0,"BALINDONG (WATU), LANAO DEL SUR, ARMM",99,39,15782,7352,8430,12354,5742,6612,78.28,78.1,78.43
ARMM,LANAO DEL SUR,BAYANG,12949.0,6280.0,6669.0,1095.0,3793.0,1827.0,1353.0,1263.0,930.0,818.0,549.0,428.0,299.0,594.0,52.89,0.0,9.0,6434.0,6093.0,318.0,104.0,"BAYANG, LANAO DEL SUR, ARMM",115,49,16453,8353,8100,12728,6462,6266,77.36,77.36,77.36
ARMM,LANAO DEL SUR,BINIDAYAN,7845.0,3785.0,4060.0,511.0,2544.0,1033.0,728.0,671.0,579.0,511.0,373.0,276.0,230.0,389.0,100.0,0.0,0.0,3907.0,3619.0,263.0,56.0,"BINIDAYAN, LANAO DEL SUR, ARMM",62,26,9897,4940,4957,7513,3693,3820,75.91,74.76,77.06
ARMM,LANAO DEL SUR,BUADIPOSO-BUNTONG,10518.0,5286.0,5232.0,376.0,2890.0,1768.0,1117.0,1023.0,872.0,738.0,516.0,384.0,288.0,546.0,99.77,0.0,8.0,4886.0,5209.0,344.0,79.0,"BUADIPOSO-BUNTONG, LANAO DEL SUR, ARMM",75,33,10538,5378,5160,5271,2690,2581,50.02,50.02,50.02
ARMM,LANAO DEL SUR,BUBONG,11388.0,5441.0,5947.0,802.0,3231.0,1540.0,1140.0,984.0,930.0,771.0,636.0,440.0,350.0,564.0,100.0,0.0,0.0,5327.0,5572.0,375.0,114.0,"BUBONG, LANAO DEL SUR, ARMM",86,36,12979,6282,6697,8956,4177,4779,69.0,66.49,71.36
ARMM,LANAO DEL SUR,BUMBARAN,5154.0,2818.0,2336.0,165.0,1211.0,798.0,613.0,529.0,443.0,422.0,333.0,255.0,180.0,205.0,29.3,0.0,14.0,1851.0,3154.0,107.0,42.0,"BUMBARAN, LANAO DEL SUR, ARMM",38,18,5498,2963,2535,9807,5295,4512,178.37,178.7,177.99
ARMM,LANAO DEL SUR,BUTIG,11237.0,5620.0,5617.0,2136.0,2683.0,1607.0,1073.0,995.0,872.0,629.0,439.0,286.0,207.0,310.0,98.51,0.0,14.0,5053.0,5910.0,215.0,59.0,"BUTIG, LANAO DEL SUR, ARMM",71,19,12135,5992,6143,8833,4133,4700,72.79,68.98,76.51
ARMM,LANAO DEL SUR,CALANOGAS,5621.0,2342.0,3279.0,621.0,1309.0,749.0,631.0,634.0,557.0,413.0,294.0,151.0,134.0,128.0,19.12,0.0,4.0,1813.0,3641.0,134.0,33.0,"CALANOGAS, LANAO DEL SUR, ARMM",40,17,6386,2740,3646,4535,1919,2616,71.01,70.04,71.75
ARMM,LANAO DEL SUR,DITSAAN-RAMAIN,17368.0,8259.0,9109.0,1254.0,4924.0,2479.0,1833.0,1442.0,1355.0,1156.0,882.0,651.0,481.0,911.0,99.33,0.0,26.0,8681.0,7926.0,565.0,196.0,"DITSAAN-RAMAIN, LANAO DEL SUR, ARMM",117,36,18457,8903,9554,14193,6536,7657,76.9,73.41,80.14
ARMM,LANAO DEL SUR,GANASSI,8326.0,4014.0,4312.0,404.0,2391.0,1124.0,832.0,758.0,665.0,690.0,432.0,329.0,243.0,458.0,99.42,0.0,3.0,4102.0,3946.0,236.0,42.0,"GANASSI, LANAO DEL SUR, ARMM",62,32,9213,4475,4738,6744,3266,3478,73.2,72.98,73.41
ARMM,LANAO DEL SUR,KAPAI,6065.0,3092.0,2973.0,195.0,2008.0,972.0,624.0,543.0,481.0,371.0,281.0,219.0,146.0,225.0,99.09,0.0,5.0,2776.0,3097.0,154.0,38.0,"KAPAI, LANAO DEL SUR, ARMM",49,21,6656,3423,3233,6535,3276,3259,98.18,95.71,100.8
ARMM,LANAO DEL SUR,KAPATAGAN,9098.0,4415.0,4683.0,1518.0,2061.0,1081.0,935.0,865.0,825.0,597.0,421.0,257.0,227.0,311.0,97.31,0.0,3.0,3643.0,5164.0,251.0,40.0,"KAPATAGAN, LANAO DEL SUR, ARMM",61,17,10646,5173,5473,9771,4977,4794,91.78,96.21,87.59
ARMM,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),13157.0,6065.0,7092.0,2616.0,3002.0,1503.0,1178.0,1064.0,1090.0,844.0,531.0,414.0,312.0,603.0,99.2,0.0,49.0,6061.0,6376.0,559.0,161.0,"LUMBA-BAYABAO (MAGUING), LANAO DEL SUR, ARMM",93,38,14852,7025,7827,11095,5186,5909,74.7,73.82,75.5
ARMM,LANAO DEL SUR,LUMBACA-UNAYAN,5583.0,2939.0,2644.0,297.0,1836.0,806.0,618.0,526.0,474.0,369.0,243.0,142.0,113.0,159.0,98.73,0.0,0.0,2726.0,2720.0,102.0,35.0,"LUMBACA-UNAYAN, LANAO DEL SUR, ARMM",44,11,7638,4016,3622,3209,1371,1838,42.01,34.14,50.75
ARMM,LANAO DEL SUR,LUMBATAN,10813.0,5172.0,5641.0,945.0,2785.0,1525.0,1162.0,992.0,943.0,745.0,526.0,376.0,271.0,543.0,98.66,0.0,4.0,4708.0,5626.0,375.0,104.0,"LUMBATAN, LANAO DEL SUR, ARMM",87,22,14151,6926,7225,10271,4968,5303,72.58,71.73,73.4
ARMM,LANAO DEL SUR,LUMBAYANAGUE,7706.0,3693.0,4013.0,442.0,2494.0,1102.0,826.0,662.0,574.0,485.0,352.0,256.0,198.0,315.0,100.0,0.0,1.0,3829.0,3670.0,176.0,31.0,"LUMBAYANAGUE, LANAO DEL SUR, ARMM",63,22,8768,4256,4512,6194,2808,3386,70.64,65.98,75.04
ARMM,LANAO DEL SUR,MADALUM,9445.0,4484.0,4961.0,542.0,2685.0,1366.0,1003.0,857.0,857.0,675.0,435.0,313.0,252.0,460.0,99.82,0.0,4.0,4726.0,4375.0,260.0,84.0,"MADALUM, LANAO DEL SUR, ARMM",74,37,11141,5322,5819,7580,3621,3959,68.04,68.04,68.04
ARMM,LANAO DEL SUR,MADAMBA,7269.0,3472.0,3797.0,260.0,2403.0,1029.0,747.0,589.0,609.0,506.0,349.0,241.0,176.0,360.0,46.29,0.0,1.0,3272.0,3750.0,211.0,36.0,"MADAMBA, LANAO DEL SUR, ARMM",55,24,8258,4015,4243,7691,3650,4041,93.13,90.91,95.24
ARMM,LANAO DEL SUR,MAGUING,16816.0,8569.0,8247.0,3368.0,4525.0,2074.0,1600.0,1259.0,1170.0,819.0,624.0,401.0,398.0,578.0,47.25,0.0,5.0,8310.0,7858.0,459.0,189.0,"MAGUING, LANAO DEL SUR, ARMM",119,36,18303,9369,8934,15503,7924,7579,84.7,84.58,84.83
ARMM,LANAO DEL SUR,MALABANG,14618.0,6903.0,7715.0,434.0,3005.0,1899.0,1478.0,1517.0,1526.0,1404.0,1046.0,861.0,596.0,852.0,48.69,0.0,17.0,5474.0,8551.0,493.0,100.0,"MALABANG, LANAO DEL SUR, ARMM",166,42,20269,9702,10567,15661,7802,7859,77.27,80.42,74.37
ARMM,LANAO DEL SUR,MARANTAO,20793.0,10152.0,10641.0,706.0,5494.0,3232.0,2182.0,1929.0,1815.0,1500.0,1194.0,836.0,691.0,1214.0,98.99,0.0,4.0,9345.0,10677.0,581.0,190.0,"MARANTAO, LANAO DEL SUR, ARMM",141,37,23185,11457,11728,16308,8059,8249,70.34,70.34,70.34
ARMM,LANAO DEL SUR,MARAWI CITY,49114.0,23728.0,25386.0,10538.0,10718.0,5337.0,4552.0,3948.0,3767.0,3122.0,2307.0,1757.0,1347.0,1721.0,45.13,0.0,49.0,25455.0,21595.0,1526.0,538.0,"MARAWI CITY, LANAO DEL SUR, ARMM",384,106,63014,30319,32695,48298,23009,25289,76.65,75.89,77.35
ARMM,LANAO DEL SUR,MAROGONG,9808.0,4480.0,5328.0,298.0,2532.0,1472.0,1164.0,1140.0,982.0,775.0,522.0,370.0,234.0,319.0,38.56,0.0,5.0,3474.0,5937.0,329.0,68.0,"MAROGONG, LANAO DEL SUR, ARMM",78,25,11698,5444,6254,8741,3981,4760,74.72,73.13,76.11
ARMM,LANAO DEL SUR,MASIU,13057.0,6126.0,6931.0,482.0,2957.0,2004.0,1446.0,1221.0,1227.0,977.0,772.0,568.0,454.0,949.0,98.69,0.0,7.0,5694.0,6743.0,497.0,123.0,"MASIU, LANAO DEL SUR, ARMM",102,35,14848,7005,7843,10504,4956,5548,70.74,70.75,70.74
ARMM,LANAO DEL SUR,MULONDO,11008.0,5526.0,5482.0,433.0,3423.0,1806.0,1199.0,992.0,835.0,713.0,499.0,299.0,307.0,502.0,98.88,0.0,12.0,5063.0,5459.0,356.0,130.0,"MULONDO, LANAO DEL SUR, ARMM",85,26,13629,6935,6694,8465,4144,4321,62.11,59.75,64.55
ARMM,LANAO DEL SUR,PAGAYAWAN (TATARIKAN),6539.0,3271.0,3268.0,307.0,1595.0,1064.0,735.0,685.0,643.0,519.0,337.0,237.0,164.0,253.0,100.0,0.0,0.0,2719.0,3472.0,321.0,27.0,"PAGAYAWAN (TATARIKAN), LANAO DEL SUR, ARMM",51,20,8026,4153,3873,6303,3219,3084,78.53,77.51,79.63
ARMM,LANAO DEL SUR,PIAGAPO,14381.0,6948.0,7433.0,525.0,4163.0,2117.0,1586.0,1429.0,1309.0,975.0,697.0,512.0,359.0,709.0,99.94,0.0,3.0,5610.0,8319.0,344.0,108.0,"PIAGAPO, LANAO DEL SUR, ARMM",102,37,14797,7167,7630,11659,5850,5809,78.79,81.62,76.13
ARMM,LANAO DEL SUR,PICONG  (SULTAN GUMANDER),8077.0,3604.0,4473.0,1275.0,1688.0,931.0,802.0,842.0,811.0,536.0,428.0,264.0,258.0,242.0,95.02,0.0,18.0,2999.0,4776.0,253.0,49.0,"PICONG  (SULTAN GUMANDER), LANAO DEL SUR, ARMM",64,19,10787,4787,6000,10541,4664,5877,97.72,97.43,97.95
ARMM,LANAO DEL SUR,POONA BAYABAO  (GATA),9121.0,4361.0,4760.0,331.0,2538.0,1354.0,995.0,808.0,750.0,699.0,477.0,363.0,284.0,522.0,98.84,0.0,5.0,3867.0,4695.0,434.0,125.0,"POONA BAYABAO  (GATA), LANAO DEL SUR, ARMM",61,26,9455,4475,4980,9106,4228,4878,96.31,94.48,97.95
ARMM,LANAO DEL SUR,PUALAS,5977.0,2675.0,3302.0,249.0,1261.0,868.0,760.0,644.0,627.0,456.0,364.0,226.0,169.0,353.0,33.71,0.0,26.0,2327.0,3359.0,232.0,59.0,"PUALAS, LANAO DEL SUR, ARMM",47,23,6917,3163,3754,5164,2307,2857,74.66,72.94,76.11
ARMM,LANAO DEL SUR,SAGUIARAN,18608.0,8814.0,9794.0,765.0,5723.0,2801.0,2042.0,1702.0,1526.0,1203.0,869.0,661.0,502.0,814.0,99.19,0.0,14.0,8488.0,9513.0,459.0,148.0,"SAGUIARAN, LANAO DEL SUR, ARMM",136,33,17905,8612,9293,13095,5890,7205,73.14,68.39,77.53
ARMM,LANAO DEL SUR,SULTAN DUMALONDONG,5251.0,2718.0,2533.0,253.0,1734.0,768.0,587.0,480.0,398.0,307.0,214.0,186.0,118.0,206.0,54.08,0.0,20.0,2470.0,2640.0,116.0,25.0,"SULTAN DUMALONDONG, LANAO DEL SUR, ARMM",35,9,5726,2855,2871,3393,1615,1778,59.26,56.57,61.93
ARMM,LANAO DEL SUR,TAGOLOAN,9514.0,5403.0,4111.0,922.0,3633.0,1291.0,850.0,716.0,590.0,505.0,356.0,249.0,198.0,204.0,99.81,0.0,1.0,5947.0,3278.0,236.0,53.0,"TAGOLOAN, LANAO DEL SUR, ARMM",68,21,11320,6388,4932,10953,5780,5173,96.76,90.48,104.89
ARMM,LANAO DEL SUR,TAMPARAN,13012.0,6331.0,6681.0,2754.0,2950.0,1461.0,1199.0,1052.0,954.0,768.0,541.0,420.0,340.0,573.0,46.53,0.0,35.0,6381.0,5959.0,511.0,161.0,"TAMPARAN, LANAO DEL SUR, ARMM",101,44,15016,7425,7591,11367,5176,6191,75.7,69.71,81.56
ARMM,LANAO DEL SUR,TARAKA,10102.0,4949.0,5153.0,1542.0,2317.0,1253.0,1043.0,869.0,853.0,677.0,506.0,301.0,299.0,442.0,98.67,0.0,14.0,4891.0,4671.0,427.0,113.0,"TARAKA, LANAO DEL SUR, ARMM",69,43,10030,4838,5192,9323,4499,4824,92.95,92.99,92.91
ARMM,LANAO DEL SUR,TUBARAN,8672.0,4210.0,4462.0,712.0,2779.0,1181.0,925.0,794.0,702.0,532.0,335.0,230.0,199.0,283.0,98.88,0.0,5.0,4249.0,4121.0,255.0,47.0,"TUBARAN, LANAO DEL SUR, ARMM",61,22,9527,4630,4897,6355,3008,3347,66.71,64.97,68.35
ARMM,LANAO DEL SUR,TUGAYA,11306.0,5540.0,5766.0,2424.0,2496.0,1284.0,1075.0,978.0,880.0,671.0,509.0,324.0,256.0,409.0,99.36,0.0,5.0,5805.0,5108.0,321.0,72.0,"TUGAYA, LANAO DEL SUR, ARMM",80,25,12756,6370,6386,7946,3968,3978,62.29,62.29,62.29
ARMM,LANAO DEL SUR,WAO,34734.0,18138.0,16596.0,5205.0,6496.0,4573.0,3720.0,3108.0,2945.0,2525.0,1964.0,1533.0,1048.0,1617.0,97.91,0.0,137.0,13974.0,19550.0,1070.0,140.0,"WAO, LANAO DEL SUR, ARMM",251,52,37446,19619,17827,27397,14348,13049,73.16,73.13,73.2
ARMM,MAGUINDANAO,AMPATUAN,11630.0,6093.0,5537.0,1253.0,1816.0,1466.0,1297.0,1185.0,1185.0,960.0,860.0,587.0,425.0,596.0,23.77,0.0,20.0,3324.0,7836.0,408.0,62.0,"AMPATUAN, MAGUINDANAO, ARMM",84,23,15030,7950,7080,9598,5028,4570,63.86,63.25,64.55
ARMM,MAGUINDANAO,BARIRA,12934.0,6581.0,6353.0,145.0,3148.0,1973.0,1703.0,1498.0,1250.0,1020.0,738.0,534.0,340.0,585.0,17.58,0.0,10.0,4236.0,8196.0,428.0,74.0,"BARIRA, MAGUINDANAO, ARMM",83,21,14554,7331,7223,10421,5107,5314,71.6,69.66,73.57
ARMM,MAGUINDANAO,BULDON,17614.0,8846.0,8768.0,463.0,4081.0,2811.0,2204.0,1701.0,1737.0,1519.0,1051.0,748.0,476.0,823.0,20.88,0.0,30.0,6806.0,10252.0,474.0,82.0,"BULDON, MAGUINDANAO, ARMM",112,27,20043,10146,9897,13597,6883,6714,67.84,67.84,67.84
ARMM,MAGUINDANAO,BULUAN,15916.0,8381.0,7535.0,59.0,4084.0,2433.0,1855.0,1776.0,1651.0,1380.0,895.0,632.0,442.0,709.0,6.5,0.0,5.0,6116.0,9231.0,438.0,131.0,"BULUAN, MAGUINDANAO, ARMM",147,32,24995,12793,12202,22899,11863,11036,91.61,92.73,90.44
ARMM,MAGUINDANAO,COTABATO CITY,103530.0,49470.0,54060.0,3516.0,12797.0,14826.0,14969.0,12018.0,10437.0,9341.0,7638.0,6197.0,4442.0,7349.0,99.81,0.0,657.0,48566.0,51002.0,2865.0,1097.0,"COTABATO CITY, MAGUINDANAO, ARMM",749,145,114083,54662,59421,57812,27773,30039,50.68,50.81,50.55
ARMM,MAGUINDANAO,DATU ABDULLAH SANGKI,11362.0,6391.0,4971.0,1489.0,2248.0,1477.0,1210.0,1040.0,1134.0,891.0,670.0,440.0,343.0,420.0,26.68,0.0,7.0,4238.0,6818.0,260.0,46.0,"DATU ABDULLAH SANGKI, MAGUINDANAO, ARMM",106,23,17515,9502,8013,14278,7709,6569,81.52,81.13,81.98
ARMM,MAGUINDANAO,DATU ANGGAL MIDTIMBANG,7774.0,4199.0,3575.0,1239.0,1755.0,978.0,774.0,711.0,657.0,480.0,469.0,230.0,206.0,275.0,12.61,0.0,8.0,3208.0,4311.0,193.0,62.0,"DATU ANGGAL MIDTIMBANG, MAGUINDANAO, ARMM",55,14,9765,4977,4788,8793,4438,4355,90.05,89.17,90.96
ARMM,MAGUINDANAO,DATU BLAH T. SINSUAT,9247.0,5293.0,3954.0,1259.0,1742.0,1295.0,961.0,929.0,874.0,672.0,534.0,324.0,297.0,360.0,23.42,0.0,129.0,3032.0,5995.0,190.0,30.0,"DATU BLAH T. SINSUAT, MAGUINDANAO, ARMM",66,20,10946,6467,4479,7933,4780,3153,72.47,73.91,70.4
ARMM,MAGUINDANAO,DATU HOFFER AMPATUAN,5788.0,3036.0,2752.0,154.0,1528.0,956.0,666.0,565.0,529.0,436.0,323.0,211.0,147.0,273.0,21.63,0.0,1.0,2087.0,3546.0,129.0,26.0,"DATU HOFFER AMPATUAN, MAGUINDANAO, ARMM",49,12,7453,3821,3632,6508,3318,3190,87.32,86.84,87.83
ARMM,MAGUINDANAO,DATU ODIN SINSUAT (DINAIG),55106.0,28340.0,26766.0,8423.0,9914.0,7077.0,5946.0,5505.0,4975.0,3844.0,3170.0,2278.0,1798.0,2176.0,30.21,0.0,170.0,20626.0,32187.0,1800.0,493.0,"DATU ODIN SINSUAT (DINAIG), MAGUINDANAO, ARMM",393,91,70319,36332,33987,66607,34177,32430,94.72,94.07,95.42
ARMM,MAGUINDANAO,DATU PAGLAS,16543.0,8635.0,7908.0,164.0,4097.0,2369.0,2009.0,1801.0,1614.0,1426.0,978.0,733.0,431.0,921.0,18.86,0.0,16.0,5734.0,10347.0,372.0,90.0,"DATU PAGLAS, MAGUINDANAO, ARMM",116,30,19604,10091,9513,16805,8740,8065,85.72,86.61,84.78
ARMM,MAGUINDANAO,DATU PIANG,12627.0,6625.0,6002.0,351.0,2793.0,1798.0,1371.0,1227.0,1256.0,1051.0,835.0,702.0,487.0,756.0,25.49,0.0,10.0,4627.0,7436.0,466.0,98.0,"DATU PIANG, MAGUINDANAO, ARMM",133,21,14515,7454,7061,7635,3977,3658,52.6,53.35,51.81
ARMM,MAGUINDANAO,DATU SALIBO,7582.0,4222.0,3360.0,1682.0,1332.0,937.0,783.0,691.0,680.0,485.0,359.0,210.0,186.0,237.0,52.08,0.0,3.0,3253.0,4118.0,174.0,37.0,"DATU SALIBO, MAGUINDANAO, ARMM",77,21,9425,5148,4277,5061,2750,2311,53.7,53.42,54.03
ARMM,MAGUINDANAO,DATU SAUDI AMPATUAN,15470.0,8136.0,7334.0,559.0,3616.0,2411.0,1954.0,1555.0,1461.0,1271.0,893.0,617.0,399.0,734.0,29.42,0.0,21.0,5292.0,9793.0,328.0,57.0,"DATU SAUDI AMPATUAN, MAGUINDANAO, ARMM",96,22,17195,8979,8216,8830,4739,4091,51.35,52.78,49.79
ARMM,MAGUINDANAO,DATU UNSAY,5827.0,3438.0,2389.0,192.0,1709.0,993.0,693.0,535.0,494.0,385.0,323.0,185.0,112.0,206.0,48.72,0.0,1.0,2525.0,3180.0,98.0,24.0,"DATU UNSAY, MAGUINDANAO, ARMM",47,10,6709,3897,2812,4370,2489,1881,65.14,63.87,66.89
ARMM,MAGUINDANAO,GEN. S. K. PENDATUN,12772.0,6962.0,5810.0,407.0,3183.0,1817.0,1576.0,1292.0,1187.0,1058.0,692.0,557.0,336.0,667.0,41.38,0.0,32.0,4741.0,7652.0,314.0,65.0,"GEN. S. K. PENDATUN, MAGUINDANAO, ARMM",103,24,15361,8174,7187,9813,5262,4551,63.88,64.37,63.32
ARMM,MAGUINDANAO,GUINDULUNGAN,7306.0,3762.0,3544.0,227.0,1667.0,1103.0,911.0,797.0,745.0,623.0,427.0,277.0,197.0,332.0,37.65,0.0,6.0,2298.0,4731.0,214.0,63.0,"GUINDULUNGAN, MAGUINDANAO, ARMM",55,16,9466,4792,4674,8237,4207,4030,87.02,87.79,86.22
ARMM,MAGUINDANAO,KABUNTALAN (TUMBAO),9675.0,5090.0,4585.0,1324.0,1918.0,1256.0,1016.0,905.0,889.0,671.0,539.0,355.0,321.0,481.0,22.33,0.0,10.0,3659.0,5767.0,195.0,54.0,"KABUNTALAN (TUMBAO), MAGUINDANAO, ARMM",78,18,10623,5518,5105,9321,4797,4524,87.74,86.93,88.62
ARMM,MAGUINDANAO,MAMASAPANO,9310.0,5037.0,4273.0,251.0,2112.0,1227.0,1095.0,958.0,934.0,836.0,596.0,498.0,340.0,463.0,28.81,0.0,10.0,3449.0,5647.0,171.0,43.0,"MAMASAPANO, MAGUINDANAO, ARMM",77,18,11672,6124,5548,11092,5866,5226,95.03,95.79,94.2
ARMM,MAGUINDANAO,MANGUDADATU,8496.0,4611.0,3885.0,84.0,2383.0,1268.0,996.0,897.0,840.0,748.0,520.0,306.0,191.0,263.0,11.48,0.0,2.0,3205.0,5145.0,128.0,18.0,"MANGUDADATU, MAGUINDANAO, ARMM",73,18,13051,6869,6182,12794,6739,6055,98.03,98.11,97.95
ARMM,MAGUINDANAO,MATANOG,13316.0,6643.0,6673.0,601.0,3375.0,2016.0,1535.0,1349.0,1294.0,1023.0,703.0,488.0,304.0,628.0,38.38,0.0,3.0,4846.0,8022.0,350.0,98.0,"MATANOG, MAGUINDANAO, ARMM",84,19,15494,7722,7772,10712,5329,5383,69.14,69.01,69.26
ARMM,MAGUINDANAO,NORTHERN KABUNTALAN,10538.0,5638.0,4900.0,1848.0,2132.0,1274.0,1146.0,915.0,932.0,698.0,542.0,344.0,287.0,420.0,35.74,0.0,8.0,4044.0,6200.0,245.0,49.0,"NORTHERN KABUNTALAN, MAGUINDANAO, ARMM",75,20,13146,6834,6312,6572,3539,3033,49.99,51.79,48.05
ARMM,MAGUINDANAO,PAGAGAWAN,13638.0,7445.0,6193.0,299.0,3059.0,2041.0,1600.0,1473.0,1341.0,1248.0,877.0,629.0,393.0,678.0,39.1,0.0,121.0,4613.0,8665.0,334.0,26.0,"PAGAGAWAN, MAGUINDANAO, ARMM",119,23,17457,9213,8244,13169,6967,6202,75.44,75.62,75.23
ARMM,MAGUINDANAO,PAGALUNGAN,17031.0,9052.0,7979.0,2377.0,3191.0,2236.0,1961.0,1595.0,1809.0,1227.0,948.0,560.0,520.0,607.0,51.05,0.0,560.0,5588.0,10875.0,502.0,66.0,"PAGALUNGAN, MAGUINDANAO, ARMM",113,26,20049,10646,9403,10641,5614,5027,53.07,52.73,53.46
